id	lead_time	arrival_date_month	arrival_date_day_of_month	stays_in_weekend_nights	stays_in_week_nights	adults	children	reserved_room_type	rate
631	72	July	23	2	4	2	0	0	145.00
632	19	July	23	1	3	2	0	0	173.00
633	34	July	23	2	6	3	0	0	217.05
634	9	July	24	0	2	2	0	0	164.00
635	8	July	24	0	2	2	0	0	173.00
636	36	July	24	0	1	2	0	0	112.50
637	22	July	24	0	2	2	0	0	153.00
638	22	July	24	0	2	2	0	0	173.00
639	22	July	24	0	2	2	0	0	153.00
640	36	July	24	0	2	2	0	0	134.00
641	22	July	24	0	2	2	0	0	153.00
642	22	July	24	0	2	2	2	0	233.00
643	18	July	24	0	2	2	0	0	154.00
644	8	July	24	0	2	2	0	0	173.00
645	67	July	24	0	2	2	0	0	135.00
646	105	July	24	0	2	2	0	0	132.50
647	1	July	24	1	2	3	0	0	222.67
648	67	July	24	0	2	2	0	0	135.00
649	39	July	24	0	2	2	0	0	107.00
650	45	July	24	1	2	2	0	0	127.00
651	45	July	24	2	2	2	0	0	135.00
652	14	July	24	2	2	2	0	0	149.70
653	53	July	24	2	2	2	0	0	161.25
654	28	July	24	2	2	2	0	0	107.00
655	55	July	24	2	3	2	0	0	75.44
656	55	July	24	2	3	2	0	0	75.44
657	25	July	24	2	5	2	0	0	115.00
658	43	July	24	2	5	2	0	0	159.20
659	109	July	24	2	5	2	0	0	163.29
660	62	July	24	2	6	2	2	0	210.00
661	25	July	24	2	6	2	0	0	154.00
662	43	July	24	2	7	2	0	0	166.00
663	35	July	24	3	7	2	0	0	132.50
664	42	July	24	3	7	2	0	0	107.00
665	312	July	24	4	10	3	0	0	121.98
666	30	July	25	0	0	2	1	0	0.00
667	47	July	25	2	1	2	0	0	133.00
668	40	July	25	0	1	2	0	0	107.00
669	11	July	25	0	1	2	0	0	117.81
670	39	July	25	0	1	2	0	0	107.00
671	39	July	25	0	1	2	0	0	120.60
672	1	July	25	1	1	2	0	0	147.00
673	12	July	25	1	1	2	0	0	153.00
674	16	July	25	1	1	2	0	0	153.00
675	16	July	25	1	1	2	0	0	134.00
676	12	July	25	1	1	2	0	0	153.00
677	51	July	25	2	1	2	0	0	118.00
678	67	July	25	2	2	2	0	0	134.00
679	52	July	25	2	3	2	0	0	135.00
680	25	July	25	2	3	2	1	0	158.77
681	94	July	25	2	3	2	0	0	134.00
682	54	July	25	2	3	2	0	0	134.00
683	33	July	25	2	3	2	2	0	142.03
684	47	July	25	2	3	2	2	0	240.00
685	43	July	25	2	4	2	0	0	134.00
686	87	July	25	2	4	2	0	0	134.00
687	54	July	25	2	5	2	0	0	147.00
688	32	July	25	2	5	2	0	0	176.00
689	29	July	25	2	5	2	0	0	120.60
690	96	July	25	2	5	2	0	0	166.00
691	100	July	25	2	5	2	0	0	134.00
692	54	July	25	2	5	2	0	0	147.00
693	75	July	25	2	5	2	0	0	167.00
694	31	July	25	2	5	2	0	0	107.20
695	25	July	25	2	6	1	0	0	131.63
696	61	July	25	2	6	3	0	0	233.05
697	60	July	25	2	6	2	0	0	90.12
698	31	July	25	3	6	2	0	0	120.60
699	107	July	25	3	6	1	0	0	125.00
700	31	July	25	3	6	2	0	0	154.00
701	115	July	25	4	6	2	0	0	120.60
702	59	July	25	4	8	2	0	0	114.25
703	85	July	25	4	10	2	0	0	107.00
704	0	July	25	2	5	2	0	0	88.55
705	299	July	25	2	5	2	1	0	149.00
706	50	July	25	2	5	3	0	0	195.00
707	50	July	25	2	5	2	0	0	164.00
708	88	July	26	2	2	2	0	0	154.00
709	116	July	26	2	3	2	0	0	120.60
710	47	July	26	2	1	2	0	0	103.50
711	48	July	26	2	1	2	0	0	115.00
712	54	July	26	2	4	2	1	0	95.02
713	33	July	26	2	4	2	0	0	132.50
714	73	July	26	2	3	3	0	0	209.00
715	54	July	26	2	4	2	1	0	95.02
716	33	July	26	2	4	2	0	0	132.50
717	38	July	26	2	5	2	2	0	180.00
718	34	July	26	2	0	2	0	0	103.18
719	130	July	26	2	5	2	0	0	174.01
720	39	July	26	3	5	2	0	0	133.00
721	39	July	26	3	5	2	0	0	133.00
722	45	July	26	2	5	2	0	0	107.20
723	31	July	27	0	0	2	0	0	0.00
724	48	July	27	1	1	2	2	0	210.00
725	59	July	27	1	1	2	0	0	145.00
726	48	July	27	1	1	2	2	0	195.00
727	48	July	27	1	1	1	0	0	124.20
728	48	July	27	1	1	2	0	0	167.00
729	48	July	27	1	2	2	0	0	145.00
730	96	July	27	1	2	2	0	0	166.00
731	51	July	27	1	2	2	0	0	115.00
732	96	July	27	1	2	2	0	0	166.00
733	41	July	27	1	3	2	0	0	120.60
734	6	July	27	1	3	2	0	0	162.00
735	27	July	27	1	3	2	0	0	153.00
736	28	July	27	1	3	2	0	0	133.20
737	30	July	27	1	3	2	0	0	134.00
738	45	July	27	1	3	2	0	0	107.00
739	52	July	27	1	3	2	1	0	145.00
740	31	July	27	1	3	2	0	0	145.00
741	74	July	27	1	3	2	0	0	107.00
742	31	July	27	1	3	2	0	0	167.20
743	87	July	27	1	3	2	0	0	134.00
744	48	July	27	1	3	2	1	0	130.00
745	41	July	27	1	3	2	0	0	164.00
746	35	July	27	1	3	2	0	0	149.00
747	28	July	27	1	4	2	0	0	154.00
748	77	July	27	1	4	2	0	0	195.00
749	33	July	27	1	4	2	0	0	134.00
750	30	July	27	1	4	2	0	0	107.20
751	34	July	27	1	4	2	0	0	164.00
752	298	July	27	1	5	3	0	0	183.45
753	35	July	27	1	5	2	0	0	159.60
754	40	July	27	1	5	2	0	0	120.60
755	101	July	27	2	5	2	0	0	164.00
756	101	July	27	2	5	2	0	0	219.43
757	101	July	27	2	5	2	0	0	134.00
758	101	July	27	2	5	2	0	0	164.00
759	38	July	27	2	5	2	0	0	107.20
760	76	July	27	2	5	2	0	0	102.72
761	70	July	28	0	1	2	1	0	114.85
762	70	July	28	0	1	2	1	0	114.85
763	68	July	28	0	2	2	0	0	135.00
764	63	July	28	0	3	2	2	0	195.00
765	11	July	28	0	3	2	0	0	173.00
766	32	July	28	0	4	2	0	0	107.00
767	29	July	28	0	4	2	0	0	107.00
768	47	July	28	0	4	2	0	0	164.00
769	50	July	28	0	5	2	0	0	138.80
770	29	July	28	0	5	2	0	0	154.00
771	36	July	28	0	5	2	0	0	135.00
772	49	July	28	1	5	2	0	0	103.18
773	70	July	28	2	6	2	0	0	115.50
774	110	July	28	2	8	2	0	0	90.95
775	8	July	29	0	0	2	0	0	0.00
776	119	July	29	0	4	2	0	0	108.54
777	30	July	29	0	4	2	0	0	146.00
778	29	July	29	1	4	2	0	0	165.40
779	71	July	29	1	4	2	0	0	134.00
780	37	July	29	1	4	2	0	0	133.00
781	40	July	29	1	4	3	0	0	240.00
782	37	July	29	1	4	2	0	0	157.00
783	0	July	29	0	1	2	2	0	188.00
784	37	July	29	1	4	2	0	0	133.00
785	37	July	29	1	4	2	0	0	145.00
786	97	July	29	1	4	2	0	0	134.00
787	71	July	29	1	4	2	0	0	134.00
788	118	July	29	1	4	2	0	0	186.00
789	102	July	29	2	5	2	0	0	90.95
790	54	July	29	2	5	2	0	0	141.65
791	58	July	29	2	5	2	0	0	99.24
792	34	July	29	2	4	2	0	0	108.06
793	105	July	29	2	5	2	0	0	90.95
794	47	July	29	2	6	2	0	0	148.63
795	15	July	30	0	1	2	0	0	173.00
796	37	July	30	0	1	1	0	0	107.00
797	0	July	30	0	1	1	0	0	114.00
798	8	July	30	0	1	2	0	0	153.00
799	17	July	30	0	2	2	0	0	153.00
800	3	July	30	0	3	3	1	0	250.33
801	30	July	30	0	3	2	0	0	146.67
802	31	July	30	0	3	2	0	0	154.00
803	66	July	30	0	3	2	0	0	120.60
804	52	July	30	0	3	2	2	0	280.74
805	20	July	30	1	3	2	1	0	193.00
806	30	July	30	0	3	2	0	0	146.67
807	31	July	30	0	3	2	0	0	154.00
808	62	July	30	1	3	2	0	0	154.50
809	65	July	30	1	3	2	0	0	120.60
810	64	July	30	2	3	2	0	0	137.80
811	77	July	30	2	7	2	0	0	160.00
812	75	July	30	2	7	2	0	0	125.89
813	75	July	30	2	7	2	0	0	125.89
814	62	July	30	2	5	2	0	0	126.71
815	42	July	31	0	0	1	0	0	0.00
816	46	July	31	0	0	2	0	0	0.00
817	0	July	31	0	1	2	2	0	188.00
818	25	July	31	0	1	2	0	0	153.00
819	16	July	31	0	1	2	0	0	173.00
820	16	July	31	0	1	2	0	0	173.00
821	16	July	31	0	2	1	0	0	120.00
822	4	July	31	0	2	2	0	0	154.80
823	4	July	31	0	2	2	0	0	192.00
824	25	July	31	0	2	2	0	0	153.00
825	83	July	31	0	2	2	0	0	120.60
826	4	July	31	0	2	2	0	0	192.00
827	56	July	31	0	2	2	0	0	120.60
828	32	July	31	0	2	2	0	0	164.00
829	32	July	31	0	2	2	2	0	219.50
830	0	July	31	0	2	2	0	0	192.50
831	18	July	31	1	2	2	0	0	149.70
832	23	July	31	1	2	2	0	0	111.92
833	39	July	31	1	2	2	0	0	120.60
834	18	July	31	1	2	2	0	0	149.70
835	18	July	31	1	2	2	0	0	173.00
836	23	July	31	1	2	2	0	0	112.00
837	286	July	31	2	2	1	0	0	57.60
838	72	July	31	2	2	2	2	0	214.00
839	136	July	31	2	2	2	0	0	172.00
840	58	July	31	2	3	1	0	0	157.80
841	80	July	31	2	4	2	0	0	170.33
842	113	July	31	3	7	2	0	0	119.25
843	129	August	1	1	1	2	0	0	96.30
844	84	August	1	2	1	2	0	0	118.06
845	84	August	1	2	1	2	0	0	118.06
846	89	August	1	0	1	2	0	0	154.00
847	10	August	1	0	1	2	0	0	202.00
848	80	August	1	0	1	2	0	0	134.00
849	10	August	1	0	1	2	0	0	202.00
850	10	August	1	0	1	2	0	0	252.00
851	24	August	1	0	1	2	2	0	233.00
852	1	August	1	0	1	2	0	0	211.00
853	9	August	1	0	1	2	0	0	211.00
854	3	August	1	2	3	2	2	0	237.00
855	3	August	1	2	5	2	0	0	188.29
856	124	August	1	2	4	2	0	0	120.60
857	74	August	1	2	5	2	2	0	177.14
858	82	August	1	2	5	2	2	0	222.14
859	91	August	1	2	5	2	0	0	127.82
860	77	August	1	2	5	2	0	0	194.14
861	130	August	1	2	5	2	0	0	120.60
862	91	August	1	2	5	2	1	0	144.53
863	79	August	1	2	5	3	0	0	185.00
864	130	August	1	2	6	2	0	0	96.30
865	66	August	1	2	6	2	0	0	193.13
866	53	August	1	3	6	2	0	0	210.78
867	80	August	1	4	6	2	2	0	169.00
868	77	August	1	4	6	2	1	0	174.70
869	57	August	1	4	10	2	2	0	135.53
870	11	August	1	4	10	1	0	0	172.00
871	25	August	2	1	0	2	0	0	144.00
872	2	August	2	2	0	2	0	0	162.50
873	36	August	2	2	3	2	0	0	209.60
874	36	August	2	2	3	2	0	0	209.60
875	115	August	2	2	5	3	0	0	195.50
876	95	August	2	2	4	2	1	0	186.00
877	67	August	2	2	4	2	0	0	163.50
878	60	August	2	2	5	2	0	0	180.28
879	34	August	2	2	5	2	0	0	174.76
880	78	August	2	4	5	2	0	0	116.85
881	93	August	2	2	5	2	0	0	159.00
882	327	August	2	4	10	2	0	0	104.55
883	21	August	3	0	0	2	2	0	0.00
884	0	August	3	1	0	2	0	0	144.76
885	47	August	3	1	1	2	0	0	205.00
886	81	August	3	1	3	2	0	0	123.00
887	52	August	3	1	4	2	0	0	173.00
888	13	August	3	1	4	2	2	0	220.55
889	83	August	3	2	5	2	0	0	162.14
890	131	August	3	2	5	2	0	1	119.70
891	460	August	3	2	5	1	0	0	77.54
892	82	August	3	2	5	2	0	0	120.60
893	61	August	3	2	5	2	0	0	153.00
894	94	August	4	0	0	2	0	0	0.00
895	1	August	4	0	0	2	0	0	0.00
896	0	August	4	0	1	2	0	0	172.00
897	36	August	4	0	3	1	0	0	221.00
898	61	August	4	0	3	2	0	0	153.00
899	13	August	4	0	4	2	0	1	230.50
900	13	August	4	0	4	2	0	0	230.50
901	15	August	4	0	4	2	0	0	211.00
902	14	August	4	0	5	2	0	0	241.00
903	13	August	4	1	5	2	0	0	211.00
904	140	August	4	2	5	2	0	0	90.95
905	6	August	4	2	5	2	0	0	188.29
906	140	August	4	2	5	2	0	0	90.95
907	81	August	4	2	8	2	0	0	187.80
908	1	August	5	0	0	3	0	0	0.00
909	65	August	5	0	0	2	0	0	0.00
910	0	August	5	0	1	2	0	0	172.00
911	2	August	5	0	1	2	0	0	171.90
912	0	August	5	0	1	2	0	0	200.00
913	114	August	5	0	3	2	0	0	149.40
914	111	August	5	0	4	2	0	0	154.00
915	44	August	5	0	4	2	0	0	148.25
916	139	August	5	0	4	2	0	0	172.00
917	57	August	5	1	4	2	0	0	183.00
918	16	August	5	1	4	2	0	0	242.60
919	139	August	5	0	4	3	0	0	172.00
920	84	August	5	2	5	2	0	1	168.71
921	117	August	5	2	6	2	0	0	166.00
922	69	August	6	0	1	1	0	0	112.00
923	2	August	6	0	1	2	0	0	172.00
924	118	August	6	0	3	2	0	0	120.60
925	129	August	6	0	3	2	0	0	126.00
926	9	August	6	0	3	2	2	0	268.00
927	52	August	6	1	3	2	0	0	173.00
928	65	August	6	2	3	2	0	0	149.20
929	7	August	6	2	3	2	0	0	217.20
930	28	August	6	1	3	3	0	0	239.30
931	3	August	6	2	4	2	0	0	181.50
932	87	August	6	2	6	2	0	0	154.00
933	51	August	6	2	6	2	0	0	173.00
934	136	August	6	2	8	3	1	0	181.90
935	4	August	7	0	0	2	0	0	0.00
936	1	August	7	0	1	2	0	0	114.00
937	49	August	7	0	2	2	2	0	267.00
938	4	August	7	0	2	2	1	0	226.00
939	45	August	7	0	2	2	0	0	173.00
940	6	August	7	0	2	2	0	0	211.00
941	4	August	7	0	2	2	0	0	191.00
942	53	August	7	1	2	2	0	0	173.00
943	52	August	7	1	2	2	0	0	173.00
944	4	August	7	2	2	2	2	0	277.50
945	98	August	7	2	2	2	0	0	134.00
946	46	August	7	2	2	2	0	0	153.00
947	122	August	7	2	2	2	0	0	186.00
948	83	August	7	2	2	2	0	0	107.20
949	16	August	7	2	3	2	0	0	221.00
950	43	August	7	2	4	2	0	0	202.00
951	73	August	7	2	5	2	2	0	169.00
952	116	August	7	2	5	2	1	1	133.50
953	113	August	7	2	5	2	0	0	154.38
954	113	August	7	2	5	2	0	0	154.38
955	51	August	7	2	5	2	0	0	205.00
956	65	August	7	2	7	2	0	0	121.39
957	0	August	8	0	1	2	0	0	171.90
958	87	August	8	0	1	2	0	0	164.00
959	106	August	8	1	1	2	0	0	134.00
960	5	August	8	1	1	2	0	0	250.00
961	98	August	8	1	1	2	0	0	208.00
962	78	August	8	1	1	2	2	0	181.00
963	4	August	8	2	1	2	0	0	172.00
964	5	August	8	2	1	2	0	0	157.59
965	3	August	8	2	2	2	0	0	211.75
966	85	August	8	2	2	2	0	0	246.00
967	137	August	8	2	2	2	0	0	108.54
968	67	August	8	2	4	2	0	0	186.00
969	54	August	8	2	5	2	0	0	205.00
970	87	August	8	2	5	2	0	0	154.00
971	54	August	8	2	5	2	0	0	200.71
972	12	August	8	2	5	2	2	0	252.00
973	60	August	8	2	5	2	2	0	135.20
974	75	August	8	2	5	2	2	0	276.43
975	54	August	8	2	5	2	0	0	228.00
976	126	August	8	2	5	2	0	1	133.00
977	54	August	8	2	5	2	0	0	205.00
978	84	August	8	2	5	2	0	0	134.00
979	106	August	8	2	5	2	0	0	119.70
980	136	August	8	2	5	2	0	0	90.95
981	98	August	8	2	5	2	0	0	138.00
982	91	August	8	2	5	2	0	0	134.00
983	58	August	8	2	6	1	0	0	173.00
984	61	August	8	4	9	2	0	0	165.69
985	0	August	9	1	0	2	0	0	195.00
986	5	August	9	1	0	2	0	0	127.31
987	2	August	9	1	0	2	0	0	134.00
988	9	August	9	2	0	2	1	0	207.00
989	10	August	9	2	0	2	0	0	211.50
990	62	August	9	2	1	2	0	0	210.33
991	34	August	9	2	2	2	0	0	211.00
992	82	August	9	2	2	2	0	0	154.00
993	65	August	9	2	3	2	0	0	145.40
994	129	August	9	2	3	1	0	0	101.25
995	55	August	9	2	4	2	0	0	179.38
996	122	August	9	2	4	2	0	0	166.00
997	41	August	9	2	4	2	0	0	202.00
998	41	August	9	2	4	2	0	0	172.00
999	81	August	9	2	4	2	1	1	277.00
